code,cityName,lon,lat,hgt,area,pop,forest,shrubland,grassland,cropland,builtup,bares,snow,water,wetland,mangroves,moss
632800,海西蒙古族藏族自治州,97.37000,37.37000,3159.50000,30.35000,466203,0.00004,0.00202,0.22601,0.00486,0.00082,0.67372,0.00882,0.02060,0.00187,0.00000,0.06124
640100,银川市,106.28000,38.47000,1109.53000,0.72000,2856405,0.01432,0.00003,0.20913,0.25789,0.08036,0.41415,0.00000,0.02402,0.00010,0.00000,0.00000
640200,石嘴山市,106.38000,39.01000,1197.63000,0.42000,749937,0.01025,0.00005,0.17448,0.32283,0.06782,0.38431,0.00000,0.03949,0.00077,0.00000,0.00000
640300,吴忠市,106.20000,37.99000,1121.59000,1.71000,1379882,0.00129,0.00103,0.41325,0.17848,0.02024,0.38030,0.00000,0.00540,0.00001,0.00000,0.00000
640400,固原市,106.29000,36.00000,1803.23000,1.05000,1140463,0.05285,0.00009,0.44840,0.40336,0.01723,0.07475,0.00000,0.00330,0.00001,0.00000,0.00000
640500,中卫市,105.19000,37.51000,1250.79000,1.38000,1065519,0.00073,0.00085,0.34326,0.18406,0.01837,0.44605,0.00000,0.00666,0.00001,0.00000,0.00000
650100,乌鲁木齐市,87.62000,43.79000,935.33000,1.54000,3609699,0.03786,0.01061,0.36480,0.03104,0.02960,0.49580,0.00656,0.00700,0.00045,0.00000,0.01628
650200,克拉玛依市,84.87000,45.60000,422.06000,0.85000,489741,0.00142,0.02134,0.13347,0.06642,0.01664,0.72913,0.00000,0.01578,0.01580,0.00000,0.00000
650400,吐鲁番市,89.18000,42.95000,69.37000,7.63000,691643,0.00035,0.00398,0.05929,0.01574,0.00243,0.91237,0.00023,0.00014,0.00010,0.00000,0.00535
650500,哈密市,93.51000,42.83000,774.13000,15.16000,672240,0.00251,0.00180,0.06935,0.00746,0.00134,0.91273,0.00041,0.00077,0.00003,0.00000,0.00359
652300,昌吉回族自治州,87.30000,44.01000,582.20000,8.29000,1609065,0.02439,0.01227,0.21145,0.11752,0.00564,0.61316,0.00307,0.00225,0.00020,0.00000,0.01004
652700,博尔塔拉蒙古自治州,82.07000,44.90000,530.17000,2.75000,498172,0.02762,0.00660,0.47682,0.09308,0.00612,0.30117,0.00641,0.04869,0.00076,0.00000,0.03273
652800,巴音郭楞蒙古自治州,86.15000,41.77000,1035.83000,49.33000,1611449,0.00092,0.00272,0.07463,0.01660,0.00077,0.87509,0.00605,0.00990,0.00094,0.00000,0.01238
652900,阿克苏地区,80.27000,41.17000,1115.54000,13.67000,2710240,0.00504,0.00760,0.08028,0.10781,0.00377,0.75402,0.02516,0.00357,0.00011,0.00000,0.01263
653000,克孜勒苏柯尔克孜自治州,76.17000,39.71000,1352.59000,7.32000,620021,0.00121,0.00407,0.20443,0.01780,0.00126,0.65365,0.03619,0.00436,0.00010,0.00000,0.07693
653100,喀什地区,75.99000,39.47000,1306.72000,11.34000,4491870,0.00096,0.01027,0.05761,0.11662,0.00612,0.72666,0.06013,0.00435,0.00046,0.00000,0.01682
654000,伊犁哈萨克自治州,81.32000,43.92000,651.11000,6.13000,2844454,0.06782,0.00088,0.60815,0.13212,0.01225,0.08710,0.02406,0.00643,0.00010,0.00000,0.06109
654200,塔城地区,82.99000,46.75000,566.56000,10.92000,1133399,0.01211,0.00485,0.48105,0.11963,0.00448,0.34476,0.00825,0.00328,0.00054,0.00000,0.02107
654300,阿勒泰地区,88.14000,47.85000,1104.58000,13.82000,667173,0.03642,0.01039,0.28610,0.02919,0.00080,0.54477,0.00169,0.01484,0.00253,0.00000,0.07328
659001,石河子市,86.04000,44.31000,480.31000,0.05000,606845,0.02678,0.09400,0.09838,0.36782,0.16870,0.23412,0.00000,0.00687,0.00334,0.00000,0.00000
659004,五家渠市,87.53000,44.17000,473.54000,0.08000,153553,0.00063,0.08275,0.09508,0.39320,0.04926,0.35329,0.00000,0.02132,0.00446,0.00000,0.00000
